BLOCK_ID,longest_segment,avg_intersection_length,HOUSING20,POP20,aadt
316343,408.4395456584888,302.2779187962482,36,77,0.0
316344,405.5092116692702,301.91155320145504,56,136,0.0
316345,405.9414424324109,298.23772649762685,37,79,0.0
316346,241.87719227560032,120.02946791095825,24,69,0.0
316347,1187.8478122967401,166.73713324979474,125,322,0.0
316348,121.07471906774245,95.68285399640365,11,37,0.0
316349,749.596378665323,288.2581898636822,0,0,43314.7
316350,220.60661935626217,163.24065768236147,1,9,0.0
316351,749.596378665323,244.17245511541233,0,0,53536.0
316353,1125.0689552823203,755.0662661646276,0,0,17370.75
316354,296.423091395639,125.13183832800125,21,55,0.0
316357,635.1123007170123,308.50449452321834,0,0,1787.0
316358,635.1123007170123,635.1123007170123,15,32,2852.0
316359,864.818046724419,359.96901752040355,0,46,52823.8
316360,864.818046724419,255.69980913274858,52,73,18798.777777777777
316361,749.596378665323,319.53411730013516,5,14,32711.6
316362,864.818046724419,264.09104171913174,0,0,32408.2
316363,749.596378665323,279.610113016995,25,29,36182.333333333336
316365,200.86449148931362,122.65689639583688,0,0,0.0
316366,864.818046724419,302.2899229686629,95,202,51654.0
316367,1256.367237156903,197.9188544973243,83,142,28225.0
316368,864.818046724419,152.25009429677277,2,13,19139.666666666668
316369,572.0061393302649,161.98590895638495,0,0,46016.0
316370,864.818046724419,193.10910182864959,9,23,48520.0
316371,591.9334139486207,170.4745533780983,84,213,0.0
316372,1555.9086659285247,231.22712936816586,0,0,31627.666666666668
316373,358.3722616198212,128.95327119320788,38,80,46016.0
316374,303.7582583728963,99.41616786254221,0,0,0.0
316375,1555.9086659285247,184.83222055823637,7,22,46016.0
316376,279.14708823447353,130.16550614155452,26,56,0.0
316377,200.86449148931362,134.5194213014854,0,0,0.0
316378,200.18753955882468,146.42757036263768,0,0,0.0
316379,200.86449148931362,134.47282025395558,0,0,0.0
316380,303.7582583728963,139.2957443641982,0,0,0.0
316381,1555.9086659285247,214.2950480703675,11,24,46016.0
316382,190.81190563598656,102.81500591068524,0,0,0.0
316383,1555.9086659285247,158.38546283382155,0,0,35224.75
316384,1555.9086659285247,214.41716257915695,18,45,46016.0
316385,820.3323904721805,220.7609152854787,40,66,0.0
316386,910.9514016402095,318.40169984713793,3,11,65418.833333333336
316387,400.22284957626994,183.03759835792775,19,53,0.0
316388,400.22284957626994,168.61746431823377,49,129,0.0
316389,400.03697561290403,168.42270980494982,41,86,0.0
316390,650.8721177957177,190.5739424814784,11,47,109764.0
316391,650.8721177957177,148.52541216698336,45,126,0.0
316392,1154.3834772818734,213.6291147297626,32,87,109764.0
316393,807.3184927448793,271.9508860312788,0,0,0.0
316394,1319.6874155326161,310.8740322768751,0,0,85013.83333333333
316395,801.3799963220506,162.46184084240917,0,0,109764.0
316396,1319.6874155326161,325.1972368194827,0,0,99270.6
316397,763.5491190160332,173.9062028211522,0,0,109764.0
316398,278.38072408349376,175.35640802683193,23,66,13629.5
316399,278.38072408349376,177.71860062243718,48,159,13629.5
316400,262.05661353481236,144.45581222182494,29,70,0.0
316401,241.34694732437754,158.00199954347076,12,45,13629.5
316402,278.2873869656071,160.01256244238655,67,166,0.0
316403,265.6151470646891,134.94015089430212,23,40,0.0
316404,278.38072408349376,167.4635889182997,22,38,13629.5
316405,420.93168933545536,195.97692787660162,26,83,0.0
316406,487.1331458140289,206.90304355169522,42,121,0.0
316407,214.00066382416702,115.27542821638825,15,38,0.0
316408,387.6360135156249,229.91304606279326,11,25,0.0
316409,802.6601041384182,188.66302524252418,26,81,0.0
316410,653.5246379190949,273.00215717233334,14,53,0.0
316411,805.5370827677109,204.6375468959319,53,127,0.0
316412,395.4434180097487,134.70502234241957,69,176,0.0
316413,458.23973390761535,167.27440541839303,33,73,0.0
316414,161.59583814203836,111.26949244453084,9,31,0.0
316415,263.3962939085294,152.62900112982157,11,20,0.0
316416,456.21028294321286,155.78766508603502,12,33,0.0
316417,921.5565836398615,515.7441544220717,0,0,0.0
316418,965.2510403064776,280.3203553168804,8,7,71873.0
316421,480.6441642381885,221.5549136535273,31,98,0.0
316422,541.2005420662092,135.34943425877645,124,336,0.0
316427,1092.9267063694465,349.69302140324476,0,0,89716.0
316429,874.7940025399446,422.4048764139475,0,0,0.0
316430,125.80125398526867,77.26043030856292,0,0,0.0
316431,249.4026897734423,133.0525584694842,0,0,13749.666666666666
316432,249.4026897734423,133.0525584694842,0,0,13749.666666666666
316433,1085.7928726380612,169.48718499955189,0,0,108234.0
316434,1380.903024259364,248.29356149009038,0,0,112621.0
316435,671.5055630387076,226.96603050971328,0,0,107794.0
316436,402.0468072334206,167.5342026352169,30,87,0.0
316437,484.28808815190894,164.41517913588322,31,57,0.0
316438,363.4538914152507,81.1777327045612,7,19,13366.833333333334
316440,377.63938630232076,133.16296531801765,0,0,0.0
316441,1322.5414924199665,1148.8010065215822,0,0,62100.0
316442,1322.5414924199665,1148.8010065215822,0,0,62100.0
316443,276.57575738798323,122.93778191181909,39,109,0.0
316444,295.5092684486524,157.0030021087269,15,40,0.0
316446,269.8294780286737,176.64696493116065,6,45,13341.0
316447,1187.8478122967401,1187.8478122967401,0,0,0.0
316448,1345.6469891014417,1345.6469891014417,0,0,0.0
316449,1546.914423993533,427.43418347728505,19,59,0.0
316450,802.6601041384182,190.57225541124163,101,231,0.0
316451,804.3054541329094,236.09493091715055,24,114,15264.0
316452,8589.96326923541,8589.963269235408,0,0,0.0
316453,540.1583559132007,154.38161070318642,0,0,0.0
316454,783.6107108143794,165.8343931413358,0,0,33481.0
316455,3727.3207859053173,401.77554524608104,0,0,33481.0
316457,140.65768961268947,84.28837539723907,0,0,5081.0
316458,115.1873072130672,99.52812121983183,2,4,0.0
316459,125.80125398526867,99.55526436046507,9,18,0.0
316460,115.1873072130672,99.64736128361513,181,191,0.0
316461,140.65768961268947,102.30760143460249,0,0,0.0
316462,227.98687162354744,95.93693197638103,0,0,0.0
316463,227.98687162354744,112.83958781151908,1,4,0.0
316464,318.22961130191857,318.22961130191857,0,0,0.0
316465,318.22961130191857,202.27515716668154,0,0,0.0
316466,200.18753955882468,200.18753955882468,0,0,0.0
316467,318.22961130191857,202.27515716668154,0,0,0.0
316468,318.22961130191857,155.10435322989375,0,0,0.0
316469,235.42831209514952,130.08372785644917,13,32,0.0
316470,272.16822029418455,141.4683469601808,9,24,0.0
316471,185.68389086965988,108.72648045227368,50,48,0.0
316472,312.94190672479544,145.38453647772806,14,21,0.0
316473,400.8365955666701,161.2653163088662,15,59,0.0
316474,311.6521797264652,136.85724213698208,19,64,0.0
316475,290.6511466414727,133.24538422129112,20,60,0.0
316476,348.92794801674484,150.06511774015635,7,28,0.0
316477,505.2297627485421,169.38862976605262,39,101,0.0
316479,405.1326347258786,136.42623177728518,14,48,0.0
316480,345.7411497500402,159.33414958125235,18,71,0.0
316481,601.8686218557355,191.09062929793896,9,34,0.0
316482,1614.741240531709,172.29630689580512,265,688,0.0
316483,483.70611513059384,147.7108427497318,145,361,0.0
316484,403.67604857853763,218.05251580407918,13,45,0.0
316485,462.29363559664307,163.43325179328772,67,207,0.0
316486,242.46600163125282,191.33437473193123,10,46,0.0
316487,406.92099460101304,133.60603291016747,14,34,0.0
316488,480.140650514933,182.98726512974073,41,127,0.0
316489,406.92099460101304,134.37259337683278,19,61,0.0
316490,421.55617969811885,182.05690806845732,36,112,0.0
316491,322.7445342718271,143.5042929274606,43,123,0.0
316492,657.4977356018807,236.18802133242642,19,41,0.0
316493,322.7445342718271,164.2832475588585,10,36,0.0
316494,368.4981451308527,162.69569665934333,38,125,0.0
316495,1426.2783978979685,432.0089412623499,0,0,53454.0
316497,1615.611201253965,1435.489533365979,0,0,48317.4
316498,1144.0340829101233,1144.0340829101233,0,0,2064.0
316501,1452.8593918587928,766.8138064640896,0,0,54098.333333333336
316502,256.45082995071994,54.242179391908955,0,0,15760.0
316503,865.1543162375349,161.12492463309383,0,0,0.0
316504,675.7900328770467,220.1108837678643,17,42,0.0
316505,675.7900328770467,260.6236131266798,0,0,0.0
316506,503.3881919286473,132.7892199463781,0,0,0.0
316508,675.7900328770467,176.81205369659506,147,242,0.0
316509,352.8406947740093,111.59554102552121,415,369,0.0
316510,352.8406947740093,108.28186766719463,0,0,0.0
316511,783.6107108143794,156.4946370044497,265,259,33481.0
316512,240.13312569736007,102.71155409613064,25,57,0.0
316513,341.8542524714695,125.47271178015372,55,146,0.0
316514,498.3721754819637,141.5024149725912,687,1429,29016.75
316515,608.9656705521131,159.5208400422629,29,80,20229.0
316516,771.6879999159711,138.2244384109717,342,998,0.0
316517,283.19162224113984,142.48009397460962,52,153,0.0
316518,1235.024981381807,207.12696704072405,54,148,0.0
316519,54.84305261943547,54.719361250167736,0,0,0.0
316522,812.867774171086,229.9625119405062,0,0,0.0
316523,525.0895502427027,133.61904178094312,16,52,102820.0
316524,284.98854935076537,105.0196784680951,33,90,0.0
316525,1085.7928726380612,145.07905989456194,20,68,108166.0
316526,207.3425803813291,114.19189653442356,34,92,12034.0
316527,341.75763722019303,162.13715095825032,37,93,0.0
316528,263.3169638609046,129.60606753746526,32,67,0.0
316529,187.0615772693646,105.06306094304306,29,48,0.0
316530,214.13928186921913,115.97609478195031,13,38,8449.5
316544,233.1471991091716,119.9743523758361,26,50,0.0
316545,358.5435079603826,146.8912036057869,47,111,0.0
316558,1299.9687138979025,332.7598896077247,19,31,77725.5
316559,927.0884975044834,270.0111456736698,0,0,75265.0
316560,387.0581724503107,111.09749915841246,39,84,11987.0
316561,1446.489055533957,297.746335304503,0,0,83019.83333333333
316562,249.85143263356485,106.31113634304722,27,78,0.0
316563,207.84243256516362,121.68565596870708,20,41,0.0
316564,427.3552379548577,192.2297171539858,19,43,0.0
316565,412.1502265881108,176.96220117356376,67,162,0.0
316566,296.6041269613633,78.45702459604838,24,58,16179.222222222223
316567,296.6041269613633,143.81634379600368,9,14,0.0
316568,660.6059179824589,195.87237115516697,0,0,13739.666666666666
316569,216.4454678187201,131.22482856936028,10,35,20225.0
316570,828.6477119308886,197.16119134963944,36,137,20225.0
316574,351.6312288403738,147.3492895408689,35,102,0.0
316575,362.833694204332,138.6506321086606,67,160,0.0
316576,343.95868733372345,159.6140038691853,23,59,0.0
316577,311.69878850834976,156.03700786654767,26,72,0.0
316578,231.86694332783708,147.62318427827844,7,25,0.0
316579,1182.142889976989,292.75254641810676,33,84,37164.0
316581,429.2707462259383,183.50580668907173,8,13,0.0
316584,334.9632983015888,123.73995765957228,12,32,0.0
316585,320.62690510868424,164.69361186722497,43,91,0.0
316586,544.803866124818,173.58718755647618,19,52,0.0
316587,300.7041163657804,160.5054360119685,15,35,0.0
316588,487.0893060412168,188.16977778524932,35,90,0.0
316589,1258.1341254547656,285.94887011813563,156,421,0.0
316590,509.5857665078333,243.1769806105778,33,62,0.0
316591,449.6119386187397,131.81376055298364,34,61,0.0
316592,449.6119386187397,222.3442095828826,8,28,18717.0
316593,266.74863205252365,139.82368496837512,15,45,0.0
316594,267.2176863004125,127.48505532069593,26,49,0.0
316595,551.3499357407294,125.01927622688787,17,29,0.0
316596,283.9073788434626,157.04810992819648,26,67,0.0
316597,239.41005506336168,123.6417454383764,0,0,0.0
316598,193.23737330880746,91.49451205626306,10,24,0.0
316599,969.1450712139901,314.23101779711686,20,44,0.0
316602,1262.7672810364302,452.1163004377595,0,0,21425.5
316603,636.8366956507577,423.40124736815443,0,0,0.0
316604,331.79576561889644,331.79576561889644,1,0,0.0
316605,807.4320422918975,171.7041641113216,0,0,0.0
316606,180.89631413769874,96.84289231413125,16,33,0.0
316610,219.686717245328,128.48249646102144,0,0,0.0
316611,112.99428640617715,108.8143024238878,0,0,0.0
316612,145.9050330411244,76.76060710477792,5,18,0.0
316613,456.94683216640055,248.04575342308146,0,0,0.0
316614,1180.7384928193267,492.07167671650933,0,0,62099.25
316615,1187.8478122967401,180.88946199648615,3,26,0.0
316616,1546.914423993533,1546.914423993533,0,0,0.0
316620,1349.0955887338243,271.27352568030915,0,0,27914.666666666668
316621,351.69695536252414,204.49271212767508,0,0,9274.25
316622,320.4686297035854,139.9675059580603,47,111,0.0
316623,329.09399997389244,169.09258339775604,29,93,0.0
316624,202.63699392546258,133.92869165524934,36,93,0.0
316625,201.99567327202445,113.26950982605165,13,24,12033.0
316636,298.8134153329975,144.25281820661453,65,111,0.0
316637,321.036310245064,180.24116158129883,24,59,0.0
316638,361.048568140168,171.58857662736798,31,95,0.0
316639,447.4888966870569,134.50879275346753,137,213,43328.0
316640,243.9851748345365,132.79028084540673,8,27,0.0
